name,lng,lat,address
天府四川金融博物馆,104.100353,30.674117,四川省成都市成华区游乐园滨河路8号
成都市青白江区博物馆,104.28763,30.900619,四川省成都市青白江区大同街道凤凰湖二期田园广场旁
华希昆虫博物馆,103.602653,30.901092,四川省成都市都江堰市青城山大道1号附1
成都自然博物馆,104.149194,30.67932,成都市成华区二仙桥东三路1号成都理工大学内城南高速入口
四川大学望江校区博物馆,104.097499,30.642374,四川省成都市武侯区望江路19号
温江区博物馆,103.84374,30.703984,文庙街6号
邛崃市博物馆,103.472879,30.421416,成都市邛崃市北街211号
四川丝绸博物馆,104.137406,30.785702,三河街道承顺街17号
四川省三都博物馆,104.047311,30.531399,四川省成都市天府新区华阳街道华府大道二段265号
古城红色文化博物馆(梓苑休闲庄),103.946982,30.906676,四川省成都市郫都区三道堰镇古城村9组3号
科幻博物馆,103.982918,30.640266,四川省成都市武侯区武兴四路166号西部智谷D区2栋A单元8层
竹编博物馆,103.59746,30.65736,道明镇重庆路西150米
遇见博物馆(成都馆),104.077039,30.547661,四川省成都市武侯区高新区天府大道天府软件园C1楼
成都饮食文化博物馆,104.286913,30.586238,四川省成都市龙泉驿区红岭路459号四川旅游学校内
成都市双流县汉轩民俗艺术博物馆(接待处),103.92986,30.585284,成都市双流区迎春路二段38号
成都隋唐窑址博物馆,104.047492,30.669838,四川省成都市青羊区一环路西二段31号(四川省人民医院斜对面)
成都川剧艺术博物馆,104.086885,30.665526,四川省成都市锦江区华兴正街54号
崇州市罨画池博物馆,103.68081,30.633591,文庙街169号
百姓博物馆,103.575414,30.821221,成都市崇州市街子镇味江大街北段199号
蒲江县博物馆,103.513956,30.204373,成都市蒲江县大北街59号
安仁中国博物馆小镇景区,103.62469,30.512966,四川省成都市大邑县树人街82号正南方向90米
那年博物馆,104.096568,30.338562,四川省成都市双流区六老路老龙村301号2号
懿水堂琥珀博物馆,104.109969,30.645861,四川省成都市锦江区牛市口锦东路568号摩根中心写字楼二楼
海底世界,104.081354,30.501328,四川省成都市天府新区华阳街道天府大道南段2039号
西南民族大学-民族博物馆,104.055585,30.645662,一环路南四段12号西南民族大学内(衣冠庙高架桥西侧)
中国芝麻油博物馆,103.994212,30.894244,成都市新都区新繁街道汇香路与清白一路交叉口东南150米附近
沱江文化博物馆,104.552507,30.678817,成都市金堂县纬三路与五福大道交叉路口往西南约60米
成都失恋博物展,104.076391,30.671481,顺城大街289号富力广场5楼
川藏公路博物馆,103.826251,30.69377,成都市温江区柳台大道东段208号四川交通职业技术学院内
成都华氏陶瓷艺术博物馆,104.067924,30.679942,成都市青羊区蜀龙路保利198公园对面驿站路二台子驿站F6-F7栋
中国农民工博物馆,104.410819,30.862799,四川省成都市金堂县金沙街96号附近
水系博物馆,103.616584,31.01053,成都市都江堰市公园路都江堰景区内
金沙遗址博物馆-遗迹馆,104.019861,30.687248,成都市青羊区城西金沙遗址路2号
成都大珍堂博物馆,104.006688,30.581619,成都市双流区机场路空港16区
成都中药博物馆,103.965372,30.749011,成都市郫都区迪康大道1号
成都中医药大学博物馆,103.813027,30.691949,成都市温江区柳台大道1166号
成都华珍藏羌文化博物馆,104.07911,30.679631,成都市青羊区文殊坊金马街58号
成飞航空主题教育基地,103.963461,30.705843,四川省成都市青羊区黄田坝纬一路220号成飞公园内
成都两河木雕艺术博物馆,104.009358,30.679367,苏坡东路2号(金沙大酒店西南侧40米)
成都武侯祠博物馆-西区,104.054019,30.650797,四川省成都市武侯区武侯祠大街231号成都武侯祠博物馆
四川天府荆溪茶具文化博物馆,103.911593,30.544561,成都市双流区藏卫路南四段与双楠大道下段交叉路口往东约240米
臻古堂家具博物馆,103.964346,30.767552,四川省成都市郫都区泰山南街186号成都纺织高等专科学校内
桂花龙窑博物馆,103.783983,31.039617,四川省成都市彭州市桂花镇双红村14组1号
鸟笼文化博物馆,103.939139,30.910041,四川省成都市郫都区指路村八组202号1栋
成都建工工地大千博物馆,104.085649,30.573276,四川省成都市武侯区成都绕城高速与科华南路交叉路口往北约120米(府河大桥下)
洛带客家文化博物馆,104.335984,30.640862,成都市龙泉驿区三峨街999号12栋F2
成都益园民俗博物馆,103.800711,30.825868,成都市郫都区迎宾街农科村
璞石和田玉博物馆,103.985989,30.613151,七里路499号红星穿巷子禅茶艺术小镇187号
金丝楠博物馆,103.939242,30.900779,成都市郫都区锦水路沙西学苑北侧约100米
乡村生态博物馆,103.615011,30.495001,成都市大邑县Y013咏归川东侧
成都市人华奇石博物馆,103.824104,30.722227,四川省成都市温江区生态大道踏水段299号花木交易中心5栋24号
四川汉室古床博物馆,104.058656,30.651594,武侯祠大街180-附29号附近
成都文清古蜀农耕文化博物馆,103.914819,30.561721,成都市双流区宜城大道一段316号
手风琴微博物馆,104.087404,30.644782,成都市武侯区致民路69号1栋1楼三号商铺
成都天府花城石文化博物馆,103.822748,30.722477,成都市温江区天府花城1栋2号
洛带艺匠古籍文献修复博物馆,104.334633,30.64297,成都市龙泉驿区下街48~52号
当代孝道文化博物馆,103.58898,30.379453,成都市邛崃市固驿街道公义村仁孝街1-5号
相机博物馆,104.039402,30.675056,四川省成都市青羊区清江东路和颐至尚酒店(楚天君临店)
中国口腔医学博物馆,104.071505,30.648747,四川省成都市武侯区人民南路三段17号四川大学华西校区
成都市立云陶瓷博物馆,104.058,30.5144,四川省成都市天府新区华阳街道劝学路118号
蒲江明月轩篆刻艺术博物馆(传习所),103.356966,30.2612,明月村
中医药传统文化博物馆,103.962042,30.744307,四川省成都市郫都区犀浦街道新创路6号
西部客家博物馆,104.336009,30.640831,成都市龙泉驿区三峨街999号12栋附208号
成都双剑鞋文化博物馆,103.978285,30.587122,成都市武侯区中国西部鞋都工业园B区凉水井村2、3组
成都宬玘陶瓷博物馆,103.795375,30.385569,成都市新津区新蒲路新津永商农贸市场北侧约170米
三农博物馆,104.098307,30.342098,四川省成都市双流区煎茶街道微博小镇内
四川诚林金丝楠木,103.731172,30.401766,四川省成都市邛崃市羊安街道新邛路14号
四川省博物馆学会,104.041172,30.666512,浣花南路251号四川博物院
雄龙天工根石博物馆,103.880512,30.884125,成都市郫都区环城路
三星堆玉器,104.054576,30.650255,成都市武侯区武侯祠大街怡家城市酒店(成都锦里武侯祠店)东侧
雅楠缘金丝楠乌木博物馆,103.58223,30.858328,四川省成都市都江堰市高尔夫大街利民巷1号
彭州市万木留香家具博物馆,103.878094,31.046382,四川省成都市彭州市隆丰街道隆新路南段187号
汉轩民俗艺术博物馆,103.864535,30.550167,四川省成都市双流区彭镇昆山村八组
道源博物馆,103.603314,30.909771,成都市都江堰市青雨路一巷38号
中国砂浆博物馆,104.257651,30.66283,四川省成都市龙泉驿区西河街道天平村5组
中航工业航空三线博物馆,103.623554,30.506077,成都市大邑县安仁古镇迎宾路80号(近金桂公馆酒店)建川博物馆聚落内
中外酒器博物馆(长安街),103.987841,30.417126,成都市双流区剑南大道南段与太平街二段交叉路口往西北约140米
安仁咖啡博物馆(文善书院安仁店),103.623905,30.51383,四川省成都市大邑县德仁街2号
抗战文物陈列川军抗战馆,103.624336,30.504691,成都市大邑县安仁古镇迎宾路80号(近金桂公馆酒店)建川博物馆聚落内
宏如古瓷博物馆,103.807402,30.407413,成都市新津区怡和大道新津老码头
客家民俗文化博物馆,104.22594,30.678003,成都市龙泉驿区东风路与双龙路交叉路口往西约230米
四川崇州天演博物馆-2号馆,103.71106,30.637158,四川省成都市崇州市经济开发区崇阳大道258号
成都大吉博物馆,104.03731,30.614177,成都市武侯区科园南路2号
大气探测博物馆(航空港校区),103.99922,30.588491,四川省成都市双流区学府路一段24号成都信息工程大学航空港校区内
宇曜古灯文化博物馆,104.047916,30.71986,四川省成都市金牛区金府路668号
金沙遗址博物馆-陈列馆,104.02066,30.689276,成都市金牛区青羊大道227号金沙遗址博物馆内
金沙遗址博物馆乌木林,104.0194,30.685706,成都市青羊区金沙遗址路2号
成都市回民小学-民族风情博物馆,104.068486,30.665144,成都市青羊区西华门街1号
成都草堂博物馆-杜甫千诗碑,104.035903,30.666528,青华路37号成都草堂博物馆内
魏明伦文学馆,103.623814,30.51544,成都市大邑县德仁街22号
共品钱币博物馆,103.634801,30.514075,成都市大邑县安惠里街68号丰泽园7、8栋
湖广会馆,104.33355,30.643426,成都市龙泉驿区下街178号
中国皮影博物馆一厅,104.070202,30.662742,西御街4号成都博物馆F5
梦缘博物馆,104.028668,30.672585,成都市青羊区二环路西二段10号2层
华公馆(安仁古镇),103.625181,30.514507,成都市大邑县安仁镇树人街33号
成都自然博物馆展示厅,104.149591,30.684431,四川省成都市成华区成华大道十里店路与东华一路交叉口西南约60米
成都武侯祠博物馆-园林区,104.052936,30.651434,成都市武侯区武侯祠大街231号附2号
大华玉器博物馆,104.060258,30.683696,成都市金牛区金仙桥路12号附3号
抗战文物陈列不屈战俘,103.626726,30.504347,成都市大邑县安仁古镇迎宾路2段550号(近金桂公馆酒店)建川博物馆聚落内
荐馨殿,104.053996,30.653809,四川省成都市武侯区武侯祠大街231号
新津民营经济博物馆,103.899145,30.39123,天府明珠公园内
成都绿舟博物馆,103.935348,30.676674,四川省成都市青羊区光华大道二段601号
成都市青少年植物科普馆,104.135126,30.771218,外北天回镇蓉都大道天回路1116号成都植物园内
望丛玉器博物馆,103.881657,30.815298,郫筒镇望丛中路3-4号望丛祠内
石文化博物馆,103.976458,30.321948,成都市双流区黄龙溪古镇玉凤路44号
梦幻水母馆,104.080585,30.499687,成都市双流区华阳镇海昌极地海洋世界8栋
海洋馆,103.623629,31.004114,成都市都江堰市南街龙池北侧
中国文化遗产永久纪念标志雕塑(金沙遗址),104.018603,30.68672,成都市青羊区金沙遗址路2号
日本侵华罪行馆,103.627552,30.508322,成都市大邑县安仁镇大新路建川博物馆聚落旅游区
庄园文物珍品馆,103.634549,30.511644,成都市大邑县安仁镇金桂街15号大邑刘氏庄园博物馆内
国防兵器馆,103.62425,30.504638,成都市大邑县安仁古镇迎宾路80号(近金桂公馆酒店)建川博物馆聚落内
新海洋公园,103.872441,30.815929,成都市郫都区郫花路299号
