name,lng,lat,address
树夏生榨鲜果茶(新都旭辉店),104.185005,30.804884,四川省成都市新都区旭辉广场4楼
树夏(成都悠方购物中心店),104.064818,30.589482,四川省成都市武侯区交子大道300号成都悠方购物中心B1
树夏·生榨鲜果茶(蜀都万达店),103.913504,30.813491,四川省成都市郫都区望丛东路139号成都蜀都万达广场F3
树夏·生榨鲜果茶(上城天街店),104.07816,30.691509,四川省成都市金牛区成华西街299号A馆4层27号
树夏· 生榨鲜果茶(锦里店),104.055618,30.654131,四川省成都市武侯区锦里乌衣巷17号231号附1号
树夏(旭辉锦绣店),104.170952,30.709033,四川省成都市成华区龙潭寺华宇旭辉锦绣广场0101号
树夏(成都来福士广场店),104.074107,30.638026,成都市武侯区人民南路四段3号成都来福士广场B2
树夏·生榨鲜果茶(凯德广场金牛交大路店),104.050955,30.709705,成都市金牛区交大路183号凯德广场·金牛F4
树夏·生榨鲜果茶(龙湖三千集店),104.118456,30.679053,成都市成华区建和路4号附10号
树夏生榨鲜果茶(双流明城购物中心店),103.922955,30.581693,西安路一段158号明城购物中心西馆负一层A019
树夏生榨鲜果茶(悠方店),104.064526,30.589476,四川省成都市武侯区交子大道300号成都悠方购物中心B1
树夏生榨鲜果茶(亚洲湾店),103.889194,30.687219,四川省成都市温江区江浦路288号亚洲湾西西里23栋
树夏生榨鲜果茶(西环壹方里店),103.981299,30.679303,四川省成都市青羊区日月大道889号4栋2单元附139号
树夏·生榨鲜果茶(天府广场店),104.07175,30.663336,四川省成都市青羊区人民中路一段天府广场今站购物中心B1
树夏生榨鲜果茶(大丰保利广场店),104.080287,30.763377,四川成都市新都区大天路700号6栋附120号
树夏生榨鲜果茶(中海锦城店),103.995012,30.613151,四川省成都市武侯区中海锦城(金履三路)33号
树夏·生榨鲜果茶(凯德天府天仁路店),104.075479,30.608857,成都市武侯区天仁路388号凯德天府B1
树夏生榨鲜果茶(万科魅力城店),104.157121,30.632703,四川省成都市成华区万科路2号7号
树夏·生榨鲜果茶(软件园店),104.078365,30.546828,四川省成都市武侯区天华二路219号天府软件园C区5栋8负1楼1069号
树夏·生榨鲜果茶,104.078098,30.678697,金丝街45号
树夏,104.071711,30.663322,四川省成都市青羊区人民中路一段天府广场今站购物中心F1
树夏·生榨鲜果茶(贝森路店),104.008053,30.675536,四川省成都市青羊区贝森路65号
树夏·生榨鲜果茶(环贸ICD店),104.121892,30.637146,东大路577号环贸ICDB2层253号
树夏生榨鲜果茶(高新创合中心店),104.067811,30.563957,成都市武侯区吉瑞二路香月湖东北侧约240米
树夏生榨鲜果茶(青羊万达店),103.979466,30.682179,成都市青羊区日月大道一段978号成都青羊万达广场F1
树夏生榨鲜果茶(城南优品道广场店),103.919514,30.602142,四川省成都市双流区双楠大道白衣上街177号城南优品道广场F1
树夏生榨鲜果茶(红牌楼广场店),104.034766,30.638964,四川省成都市武侯区佳灵路7号-59号-3-1-3号
树夏·生榨鲜果茶(新城市广场店),104.06431,30.680111,四川省成都市青羊区西大街1号新城市广场时尚百盛奥莱F1
树夏(成都招商花园城购物中心店),104.140942,30.677972,四川省成都市成华区成华大道杉板桥路669号成都招商花园城购物中心F1
树夏生榨鲜果茶(碧桂园沁云里店),104.092907,30.544168,双流区中和领馆国际城碧桂园沁云里(吉龙一街北)
树夏(西部智谷店),103.979709,30.636285,成都市武侯区武科西四路128号1栋1层103号
树夏生榨鲜果茶(奥园广场店),104.141909,30.663717,成都市成华区崔家店南路蓝光公园悦庭西南侧约150米
香樟树夏民宿,103.37222,30.245819,四川省成都市蒲江县甘溪镇藕塘村5组30号
树夏·生榨鲜果茶(印象汇店),104.051472,30.69958,成都市金牛区二环路北一段10号印象汇F1
树夏·生榨鲜果茶(龙湖滨江天街店),104.12981,30.671234,杉板桥路226号龙湖滨江天街4F-27号
树夏生榨鲜果茶(世茂广场店),104.194397,30.588446,四川省成都市龙泉驿区金枫路833号成都世茂广场F5
树夏生榨鲜果茶(港汇天地店),104.06484,30.543471,成都市武侯区高新区天府五街999号港汇天地M
树夏生榨鲜果茶(招商花园城店),104.14067,30.678437,四川省成都市成华区成华大道杉板桥路669号招商花园城外街1楼105号
树夏生榨鲜果茶(中粮鸿云店),104.121482,30.64447,四川省成都市锦江区沙河街道汇源北路333号1F15号通汇街公交车站旁
树夏·生榨鲜果茶(超线公园店),104.176993,30.812477,成都市新都区学院路东段翰香府
树夏生榨鲜果茶(华商店),104.069539,30.588235,武侯区(四川)自由贸易试验区成都高新区交子大道33号B1层B115号
树夏·生榨果粒汁(鹭洲里店),104.049189,30.556144,四川省成都市武侯区天府二街1033号1栋附106号
树夏·生榨鲜果茶(三利广场店),104.074714,30.497967,四川省成都市天府新区华阳街道天府大道南段2034号1-1-35号
树夏院子,104.230939,30.673874,四川省成都市龙泉驿区跃进村17组1号
树夏生榨鲜果茶(文殊坊店),104.079264,30.67811,四川省成都市青羊区楞伽庵街4号
树夏美甲美睫,103.978356,30.809383,成都市郫都区蜀源大道府河别样城
树夏生榨鲜果茶(北城天街店),104.07155,30.714947,四川省成都市金牛区五块石车北城天街b1层90号
树夏花开(三圣乡店),104.13976,30.592516,幸福联合五组147号附1号
树夏动物园店,104.112737,30.715475,成都市成华区昭觉寺
三国惹火烤肉(天府广场店),104.072516,30.66341,东御街天府广场负一楼太古食代美食城(五号通道树夏生榨鲜果茶对面10米处)
